province,province_folder,kabupaten,year,tmax_annual,tmin_annual,tmean_annual,ppt_annual,ppt_std,credit_score
Jawa Tengah,jawa_tengah,KAB. PEMALANG,2023,31.69,22.04,26.86,614.8,137.7,555
Jawa Tengah,jawa_tengah,KAB. PEMALANG,2024,31.47,22.26,26.86,931.0,179.45,545
Jawa Tengah,jawa_tengah,KAB. PEMALANG,2025,30.03,21.47,25.75,1287.3,131.19,584
Jawa Tengah,jawa_tengah,KAB. PURBALINGGA,2021,30.32,21.43,25.88,1186.9,169.28,562
Jawa Tengah,jawa_tengah,KAB. PURBALINGGA,2022,29.32,20.73,25.02,1253.9,86.69,632
Jawa Tengah,jawa_tengah,KAB. PURBALINGGA,2023,31.31,21.74,26.53,800.4,107.55,580
Jawa Tengah,jawa_tengah,KAB. PURBALINGGA,2024,30.77,21.69,26.23,896.2,155.34,575
Jawa Tengah,jawa_tengah,KAB. PURBALINGGA,2025,30.0,21.44,25.72,1326.5,146.94,595
Jawa Tengah,jawa_tengah,KAB. PURWOREJO,2021,31.08,22.04,26.56,1077.1,154.24,567
Jawa Tengah,jawa_tengah,KAB. PURWOREJO,2022,29.35,20.76,25.05,1085.1,126.1,583
Jawa Tengah,jawa_tengah,KAB. PURWOREJO,2023,31.61,21.98,26.79,611.5,115.02,550
Jawa Tengah,jawa_tengah,KAB. PURWOREJO,2024,30.96,21.84,26.4,1007.0,146.42,568
Jawa Tengah,jawa_tengah,KAB. PURWOREJO,2025,30.37,21.74,26.05,1226.3,127.07,580
Jawa Tengah,jawa_tengah,KAB. REMBANG,2021,30.66,21.7,26.18,1122.6,150.84,570
Jawa Tengah,jawa_tengah,KAB. REMBANG,2022,30.14,21.38,25.76,1142.5,106.07,594
Jawa Tengah,jawa_tengah,KAB. REMBANG,2023,30.67,21.23,25.95,838.2,132.33,615
Jawa Tengah,jawa_tengah,KAB. REMBANG,2024,30.83,21.74,26.28,1040.4,153.56,545
Jawa Tengah,jawa_tengah,KAB. REMBANG,2025,30.74,22.04,26.39,1293.7,125.67,548
Jawa Tengah,jawa_tengah,KAB. SEMARANG,2021,30.61,21.67,26.14,996.4,140.48,578
Jawa Tengah,jawa_tengah,KAB. SEMARANG,2022,29.59,20.95,25.27,1161.0,137.61,583
Jawa Tengah,jawa_tengah,KAB. SEMARANG,2023,31.91,22.22,27.07,761.3,131.42,563
Jawa Tengah,jawa_tengah,KAB. SEMARANG,2024,30.07,21.13,25.6,941.2,146.75,587
Jawa Tengah,jawa_tengah,KAB. SEMARANG,2025,29.85,21.32,25.58,1250.7,120.2,612
Jawa Tengah,jawa_tengah,KAB. SRAGEN,2021,29.4,20.69,25.05,1181.9,141.29,568
Jawa Tengah,jawa_tengah,KAB. SRAGEN,2022,30.31,21.52,25.92,1315.5,97.83,587
Jawa Tengah,jawa_tengah,KAB. SRAGEN,2023,29.53,20.32,24.93,687.4,140.43,595
Jawa Tengah,jawa_tengah,KAB. SRAGEN,2024,31.95,22.64,27.3,886.3,166.01,555
Jawa Tengah,jawa_tengah,KAB. SRAGEN,2025,29.92,21.38,25.65,1255.7,166.95,605
Jawa Tengah,jawa_tengah,KAB. SUKOHARJO,2021,29.64,20.89,25.26,1142.3,164.4,591
Jawa Tengah,jawa_tengah,KAB. SUKOHARJO,2022,30.73,21.86,26.3,1157.4,116.24,581
Jawa Tengah,jawa_tengah,KAB. SUKOHARJO,2023,30.6,21.17,25.89,731.8,118.76,569
Jawa Tengah,jawa_tengah,KAB. SUKOHARJO,2024,31.28,22.1,26.69,955.1,164.22,545
Jawa Tengah,jawa_tengah,KAB. SUKOHARJO,2025,30.14,21.56,25.85,1354.2,126.51,577
Jawa Tengah,jawa_tengah,KAB. TEGAL,2021,29.5,20.78,25.14,1223.0,143.8,598
Jawa Tengah,jawa_tengah,KAB. TEGAL,2022,29.86,21.17,25.52,1101.9,132.24,591
Jawa Tengah,jawa_tengah,KAB. TEGAL,2023,29.73,20.48,25.1,961.3,139.75,566
Jawa Tengah,jawa_tengah,KAB. TEGAL,2024,31.09,21.94,26.51,980.2,162.85,550
Jawa Tengah,jawa_tengah,KAB. TEGAL,2025,30.42,21.78,26.1,1315.8,135.62,591
Jawa Tengah,jawa_tengah,KAB. TEMANGGUNG,2021,30.43,21.52,25.98,1106.3,155.11,575
Jawa Tengah,jawa_tengah,KAB. TEMANGGUNG,2022,30.09,21.35,25.72,1240.3,120.53,598
Jawa Tengah,jawa_tengah,KAB. TEMANGGUNG,2023,29.33,20.16,24.74,762.8,126.83,603
Jawa Tengah,jawa_tengah,KAB. TEMANGGUNG,2024,30.96,21.85,26.41,953.5,175.42,578
Jawa Tengah,jawa_tengah,KAB. TEMANGGUNG,2025,30.63,21.95,26.29,1202.3,133.39,580
Jawa Tengah,jawa_tengah,KAB. WONOGIRI,2021,29.9,21.1,25.5,1011.7,147.98,574
Jawa Tengah,jawa_tengah,KAB. WONOGIRI,2022,30.62,21.77,26.2,1225.8,119.32,568
Jawa Tengah,jawa_tengah,KAB. WONOGIRI,2023,31.16,21.62,26.39,751.6,114.29,580
Jawa Tengah,jawa_tengah,KAB. WONOGIRI,2024,31.19,22.03,26.61,1048.7,169.88,516
Jawa Tengah,jawa_tengah,KAB. WONOGIRI,2025,30.75,22.04,26.4,1320.8,132.56,572
Jawa Tengah,jawa_tengah,KAB. WONOSOBO,2021,30.92,21.91,26.42,1119.9,144.15,564
Jawa Tengah,jawa_tengah,KAB. WONOSOBO,2022,30.11,21.36,25.74,1090.0,101.5,576
Jawa Tengah,jawa_tengah,KAB. WONOSOBO,2023,30.73,21.27,26.0,646.9,119.29,567
Jawa Tengah,jawa_tengah,KAB. WONOSOBO,2024,30.03,21.1,25.56,1001.7,158.58,586
Jawa Tengah,jawa_tengah,KAB. WONOSOBO,2025,29.75,21.24,25.49,1316.9,141.35,589
Jawa Tengah,jawa_tengah,KOTA MAGELANG,2021,29.58,20.84,25.21,1061.0,145.84,587
Jawa Tengah,jawa_tengah,KOTA MAGELANG,2022,29.72,21.05,25.39,1215.9,108.72,604
Jawa Tengah,jawa_tengah,KOTA MAGELANG,2023,30.67,21.23,25.95,550.0,133.44,577
Jawa Tengah,jawa_tengah,KOTA MAGELANG,2024,30.35,21.36,25.86,989.4,162.72,586
Jawa Tengah,jawa_tengah,KOTA MAGELANG,2025,30.84,22.11,26.47,1159.5,81.99,597
Jawa Tengah,jawa_tengah,KOTA PEKALONGAN,2021,30.48,21.56,26.02,1266.1,175.97,538
Jawa Tengah,jawa_tengah,KOTA PEKALONGAN,2022,30.3,21.51,25.9,1110.3,123.73,609
Jawa Tengah,jawa_tengah,KOTA PEKALONGAN,2023,30.31,20.94,25.63,748.4,131.49,587
Jawa Tengah,jawa_tengah,KOTA PEKALONGAN,2024,31.5,22.28,26.89,1205.4,164.45,542
Jawa Tengah,jawa_tengah,KOTA PEKALONGAN,2025,29.9,21.36,25.63,1262.1,100.75,581
Jawa Tengah,jawa_tengah,KOTA SALATIGA,2021,30.04,21.21,25.62,1089.3,149.52,584
Jawa Tengah,jawa_tengah,KOTA SALATIGA,2022,30.27,21.49,25.88,1083.8,128.44,581
Jawa Tengah,jawa_tengah,KOTA SALATIGA,2023,30.8,21.33,26.07,709.5,118.99,603
Jawa Tengah,jawa_tengah,KOTA SALATIGA,2024,31.05,21.92,26.48,1050.6,145.56,560
Jawa Tengah,jawa_tengah,KOTA SALATIGA,2025,29.83,21.3,25.57,1239.9,107.1,586
Jawa Tengah,jawa_tengah,KOTA SEMARANG,2021,29.98,21.16,25.57,1083.9,170.5,583
Jawa Tengah,jawa_tengah,KOTA SEMARANG,2022,30.32,21.53,25.93,1165.1,124.39,598
Jawa Tengah,jawa_tengah,KOTA SEMARANG,2023,30.73,21.28,26.0,741.5,122.36,582
Jawa Tengah,jawa_tengah,KOTA SEMARANG,2024,31.11,21.96,26.53,938.0,121.98,584
Jawa Tengah,jawa_tengah,KOTA SEMARANG,2025,30.09,21.51,25.8,1378.0,141.18,580
Jawa Tengah,jawa_tengah,KOTA SURAKARTA,2021,30.87,21.87,26.37,1220.9,158.71,565
Jawa Tengah,jawa_tengah,KOTA SURAKARTA,2022,30.29,21.51,25.9,1100.2,106.88,610
Jawa Tengah,jawa_tengah,KOTA SURAKARTA,2023,31.11,21.58,26.34,806.6,121.82,583
Jawa Tengah,jawa_tengah,KOTA SURAKARTA,2024,30.75,21.68,26.21,984.7,167.58,557
Jawa Tengah,jawa_tengah,KOTA SURAKARTA,2025,29.43,20.99,25.21,1080.5,119.03,619
Jawa Tengah,jawa_tengah,KOTA TEGAL,2021,29.78,21.0,25.39,1081.4,155.17,543
Jawa Tengah,jawa_tengah,KOTA TEGAL,2022,29.97,21.25,25.61,1265.8,116.52,623
Jawa Tengah,jawa_tengah,KOTA TEGAL,2023,30.95,21.45,26.2,760.1,106.83,557
Jawa Tengah,jawa_tengah,KOTA TEGAL,2024,31.49,22.27,26.88,978.6,168.62,539
Jawa Tengah,jawa_tengah,KOTA TEGAL,2025,29.62,21.14,25.38,1139.9,139.55,587
Jawa Timur,jawa_timur,KAB. BANGKALAN,2021,30.73,21.04,25.89,430.1,122.8,577
Jawa Timur,jawa_timur,KAB. BANGKALAN,2022,30.88,21.3,26.09,434.2,124.36,591
Jawa Timur,jawa_timur,KAB. BANGKALAN,2023,30.29,20.33,25.31,379.2,104.34,577
Jawa Timur,jawa_timur,KAB. BANGKALAN,2024,31.25,21.39,26.32,396.3,137.84,569
Jawa Timur,jawa_timur,KAB. BANGKALAN,2025,30.32,20.96,25.64,445.2,122.25,576
Jawa Timur,jawa_timur,KAB. BANYUWANGI,2021,30.29,20.69,25.49,484.0,120.93,591
Jawa Timur,jawa_timur,KAB. BANYUWANGI,2022,29.04,19.82,24.43,514.0,135.91,597
Jawa Timur,jawa_timur,KAB. BANYUWANGI,2023,31.14,21.0,26.07,326.6,105.33,582
Jawa Timur,jawa_timur,KAB. BANYUWANGI,2024,30.96,21.16,26.06,483.6,122.57,568
Jawa Timur,jawa_timur,KAB. BANYUWANGI,2025,30.86,21.39,26.13,582.6,121.91,570
Jawa Timur,jawa_timur,KAB. BLITAR,2021,30.76,21.07,25.91,503.8,145.94,573
Jawa Timur,jawa_timur,KAB. BLITAR,2022,30.62,21.08,25.85,501.0,91.12,608
Jawa Timur,jawa_timur,KAB. BLITAR,2023,30.79,20.73,25.76,452.0,90.68,583
Jawa Timur,jawa_timur,KAB. BLITAR,2024,30.22,20.56,25.39,453.0,141.05,566
Jawa Timur,jawa_timur,KAB. BLITAR,2025,30.39,21.02,25.7,544.8,107.79,599
Jawa Timur,jawa_timur,KAB. BOJONEGORO,2021,31.29,21.49,26.39,374.2,123.42,570
Jawa Timur,jawa_timur,KAB. BOJONEGORO,2022,30.27,20.8,25.54,397.9,97.09,609
Jawa Timur,jawa_timur,KAB. BOJONEGORO,2023,31.57,21.35,26.46,329.8,112.73,558
Jawa Timur,jawa_timur,KAB. BOJONEGORO,2024,30.32,20.64,25.48,390.5,134.65,553
Jawa Timur,jawa_timur,KAB. BOJONEGORO,2025,30.14,20.82,25.48,627.9,119.5,581
Jawa Timur,jawa_timur,KAB. BONDOWOSO,2021,29.99,20.45,25.22,522.0,143.32,569
Jawa Timur,jawa_timur,KAB. BONDOWOSO,2022,30.89,21.3,26.1,655.8,84.5,592
Jawa Timur,jawa_timur,KAB. BONDOWOSO,2023,30.34,20.36,25.35,227.5,105.76,582
Jawa Timur,jawa_timur,KAB. BONDOWOSO,2024,31.18,21.33,26.26,518.8,139.14,577
Jawa Timur,jawa_timur,KAB. BONDOWOSO,2025,30.14,20.82,25.48,537.5,98.61,593
Jawa Timur,jawa_timur,KAB. GRESIK,2021,31.59,21.73,26.66,373.7,138.62,562
Jawa Timur,jawa_timur,KAB. GRESIK,2022,31.33,21.65,26.49,529.9,96.87,584
Jawa Timur,jawa_timur,KAB. GRESIK,2023,30.56,20.54,25.55,313.7,129.86,581
Jawa Timur,jawa_timur,KAB. GRESIK,2024,29.85,20.26,25.05,562.5,118.92,593
Jawa Timur,jawa_timur,KAB. GRESIK,2025,30.17,20.84,25.5,491.0,119.96,596
Jawa Timur,jawa_timur,KAB. JEMBER,2021,29.74,20.25,25.0,539.3,166.21,563
Jawa Timur,jawa_timur,KAB. JEMBER,2022,29.64,20.3,24.97,544.5,89.79,630
Jawa Timur,jawa_timur,KAB. JEMBER,2023,30.96,20.86,25.91,329.6,99.65,582
Jawa Timur,jawa_timur,KAB. JEMBER,2024,31.2,21.34,26.27,584.1,137.42,547
Jawa Timur,jawa_timur,KAB. JEMBER,2025,30.66,21.24,25.95,421.9,96.79,594
Jawa Timur,jawa_timur,KAB. JOMBANG,2021,30.78,21.08,25.93,621.0,141.18,558
Jawa Timur,jawa_timur,KAB. JOMBANG,2022,30.16,20.72,25.44,529.3,80.97,615
Jawa Timur,jawa_timur,KAB. JOMBANG,2023,31.05,20.93,25.99,398.7,102.49,616
Jawa Timur,jawa_timur,KAB. JOMBANG,2024,30.72,20.96,25.84,461.1,133.73,563
Jawa Timur,jawa_timur,KAB. JOMBANG,2025,30.27,20.92,25.6,693.3,107.43,597
Jawa Timur,jawa_timur,KAB. KEDIRI,2021,30.36,20.75,25.56,450.5,147.01,548
Jawa Timur,jawa_timur,KAB. KEDIRI,2022,30.23,20.77,25.5,477.4,119.54,594
Jawa Timur,jawa_timur,KAB. KEDIRI,2023,31.45,21.26,26.35,280.1,81.27,573
Jawa Timur,jawa_timur,KAB. KEDIRI,2024,31.46,21.55,26.5,385.0,152.14,547
Jawa Timur,jawa_timur,KAB. KEDIRI,2025,29.32,20.16,24.74,596.7,92.97,595
Jawa Timur,jawa_timur,KAB. LAMONGAN,2021,30.91,21.19,26.05,503.4,121.54,588
Jawa Timur,jawa_timur,KAB. LAMONGAN,2022,30.12,20.68,25.4,584.2,101.31,612
Jawa Timur,jawa_timur,KAB. LAMONGAN,2023,31.04,20.92,25.98,486.2,85.81,591
Jawa Timur,jawa_timur,KAB. LAMONGAN,2024,31.76,21.79,26.78,448.1,126.8,550
Jawa Timur,jawa_timur,KAB. LAMONGAN,2025,29.64,20.42,25.03,510.2,124.96,618
Jawa Timur,jawa_timur,KAB. LUMAJANG,2021,30.48,20.84,25.66,623.2,114.08,575
Jawa Timur,jawa_timur,KAB. LUMAJANG,2022,30.31,20.84,25.58,429.1,105.18,560
Jawa Timur,jawa_timur,KAB. LUMAJANG,2023,31.19,21.04,26.11,294.4,70.21,602
Jawa Timur,jawa_timur,KAB. LUMAJANG,2024,31.05,21.23,26.14,474.7,146.35,548
Jawa Timur,jawa_timur,KAB. LUMAJANG,2025,30.92,21.44,26.18,439.6,121.34,592
Jawa Timur,jawa_timur,KAB. MADIUN,2021,31.14,21.37,26.25,360.0,140.64,560
Jawa Timur,jawa_timur,KAB. MADIUN,2022,30.07,20.64,25.36,522.8,104.94,605
Jawa Timur,jawa_timur,KAB. MADIUN,2023,30.5,20.49,25.5,274.0,109.78,609
Jawa Timur,jawa_timur,KAB. MADIUN,2024,30.41,20.71,25.56,352.9,150.47,554
Jawa Timur,jawa_timur,KAB. MADIUN,2025,29.73,20.49,25.11,578.6,118.07,587
Jawa Timur,jawa_timur,KAB. MAGETAN,2021,29.68,20.2,24.94,448.1,153.76,580
Jawa Timur,jawa_timur,KAB. MAGETAN,2022,29.83,20.45,25.14,492.2,106.65,622
Jawa Timur,jawa_timur,KAB. MAGETAN,2023,31.14,21.0,26.07,308.0,100.31,573
Jawa Timur,jawa_timur,KAB. MAGETAN,2024,31.66,21.72,26.69,578.9,154.96,543
Jawa Timur,jawa_timur,KAB. MAGETAN,2025,30.34,20.98,25.66,460.7,98.68,602
Jawa Timur,jawa_timur,KAB. MALANG,2021,30.8,21.1,25.95,535.7,156.87,555
Jawa Timur,jawa_timur,KAB. MALANG,2022,30.65,21.11,25.88,409.1,115.5,586
Jawa Timur,jawa_timur,KAB. MALANG,2023,30.24,20.29,25.27,297.4,113.02,567
Jawa Timur,jawa_timur,KAB. MALANG,2024,31.95,21.94,26.95,688.6,149.38,584
Jawa Timur,jawa_timur,KAB. MALANG,2025,30.21,20.88,25.54,568.1,124.45,566
Jawa Timur,jawa_timur,KAB. MOJOKERTO,2021,30.38,20.76,25.57,645.9,139.3,572
Jawa Timur,jawa_timur,KAB. MOJOKERTO,2022,30.57,21.04,25.81,582.6,106.05,588
Jawa Timur,jawa_timur,KAB. MOJOKERTO,2023,31.16,21.02,26.09,278.7,100.9,611
Jawa Timur,jawa_timur,KAB. MOJOKERTO,2024,30.4,20.71,25.55,475.0,151.97,552
Jawa Timur,jawa_timur,KAB. MOJOKERTO,2025,30.53,21.13,25.83,659.3,111.05,617
Jawa Timur,jawa_timur,KAB. NGANJUK,2021,30.88,21.16,26.02,414.9,130.04,585
Jawa Timur,jawa_timur,KAB. NGANJUK,2022,30.67,21.12,25.9,597.3,95.31,598
Jawa Timur,jawa_timur,KAB. NGANJUK,2023,30.71,20.66,25.68,206.7,103.92,573
Jawa Timur,jawa_timur,KAB. NGANJUK,2024,31.4,21.5,26.45,485.8,147.79,568
Jawa Timur,jawa_timur,KAB. NGANJUK,2025,30.33,20.97,25.65,525.9,101.23,583
Jawa Timur,jawa_timur,KAB. NGAWI,2021,30.89,21.17,26.03,536.0,143.22,587
Jawa Timur,jawa_timur,KAB. NGAWI,2022,30.06,20.64,25.35,357.1,116.18,577
Jawa Timur,jawa_timur,KAB. NGAWI,2023,30.5,20.5,25.5,259.1,119.67,582
Jawa Timur,jawa_timur,KAB. NGAWI,2024,30.76,20.99,25.87,524.6,149.54,559
Jawa Timur,jawa_timur,KAB. NGAWI,2025,30.64,21.22,25.93,416.0,129.31,563
Jawa Timur,jawa_timur,KAB. PACITAN,2021,30.67,21.0,25.84,472.7,138.0,585
Jawa Timur,jawa_timur,KAB. PACITAN,2022,29.43,20.13,24.78,562.0,84.28,622
Jawa Timur,jawa_timur,KAB. PACITAN,2023,30.07,20.15,25.11,206.3,125.96,605
Jawa Timur,jawa_timur,KAB. PACITAN,2024,30.64,20.89,25.77,562.5,132.25,550
Jawa Timur,jawa_timur,KAB. PACITAN,2025,29.45,20.27,24.86,436.0,129.67,610
Jawa Timur,jawa_timur,KAB. PAMEKASAN,2021,30.46,20.83,25.65,458.4,138.24,614
Jawa Timur,jawa_timur,KAB. PAMEKASAN,2022,30.57,21.05,25.81,618.7,121.45,575
Jawa Timur,jawa_timur,KAB. PAMEKASAN,2023,30.56,20.54,25.55,222.0,103.07,618
Jawa Timur,jawa_timur,KAB. PAMEKASAN,2024,31.08,21.25,26.17,362.7,125.92,569
Jawa Timur,jawa_timur,KAB. PAMEKASAN,2025,30.47,21.09,25.78,521.4,111.63,567
Jawa Timur,jawa_timur,KAB. PASURUAN,2021,30.16,20.59,25.38,483.8,121.98,583
Jawa Timur,jawa_timur,KAB. PASURUAN,2022,30.77,21.2,25.98,612.1,72.03,616
Jawa Timur,jawa_timur,KAB. PASURUAN,2023,30.28,20.32,25.3,208.4,99.52,583
Jawa Timur,jawa_timur,KAB. PASURUAN,2024,30.91,21.11,26.01,323.8,126.45,566
Jawa Timur,jawa_timur,KAB. PASURUAN,2025,29.8,20.55,25.17,541.9,112.17,606
Jawa Timur,jawa_timur,KAB. PONOROGO,2021,30.18,20.6,25.39,516.4,127.64,585
Jawa Timur,jawa_timur,KAB. PONOROGO,2022,30.19,20.74,25.46,663.2,119.83,597
Jawa Timur,jawa_timur,KAB. PONOROGO,2023,30.09,20.17,25.13,394.5,121.44,592
Jawa Timur,jawa_timur,KAB. PONOROGO,2024,30.38,20.69,25.53,505.3,163.35,574
Jawa Timur,jawa_timur,KAB. PONOROGO,2025,29.74,20.5,25.12,451.9,126.4,585
Jawa Timur,jawa_timur,KAB. PROBOLINGGO,2021,30.68,21.0,25.84,546.4,140.95,576
Jawa Timur,jawa_timur,KAB. PROBOLINGGO,2022,30.52,21.0,25.76,423.2,115.43,571
Jawa Timur,jawa_timur,KAB. PROBOLINGGO,2023,31.33,21.16,26.24,309.7,108.62,596
Jawa Timur,jawa_timur,KAB. PROBOLINGGO,2024,30.19,20.53,25.36,480.9,148.86,566
Jawa Timur,jawa_timur,KAB. PROBOLINGGO,2025,30.27,20.92,25.6,615.3,106.12,610
Jawa Timur,jawa_timur,KAB. SAMPANG,2021,30.82,21.12,25.97,420.7,135.49,569
Jawa Timur,jawa_timur,KAB. SAMPANG,2022,30.23,20.78,25.5,547.4,94.18,601
Jawa Timur,jawa_timur,KAB. SAMPANG,2023,30.68,20.64,25.66,394.2,102.72,581
Jawa Timur,jawa_timur,KAB. SAMPANG,2024,30.15,20.5,25.33,579.8,161.0,556
Jawa Timur,jawa_timur,KAB. SAMPANG,2025,29.66,20.43,25.04,580.5,103.59,576
Jawa Timur,jawa_timur,KAB. SIDOARJO,2021,30.67,21.0,25.84,525.8,132.33,560
Jawa Timur,jawa_timur,KAB. SIDOARJO,2022,29.93,20.53,25.23,474.1,85.98,601
Jawa Timur,jawa_timur,KAB. SIDOARJO,2023,30.33,20.36,25.34,322.7,98.53,598
Jawa Timur,jawa_timur,KAB. SIDOARJO,2024,31.29,21.42,26.36,558.8,131.58,583
Jawa Timur,jawa_timur,KAB. SIDOARJO,2025,30.42,21.04,25.73,565.3,118.21,579
Jawa Timur,jawa_timur,KAB. SITUBONDO,2021,30.58,20.92,25.75,561.7,143.08,559
Jawa Timur,jawa_timur,KAB. SITUBONDO,2022,29.7,20.35,25.03,598.9,113.03,576
Jawa Timur,jawa_timur,KAB. SITUBONDO,2023,30.36,20.38,25.37,331.1,119.52,593
Jawa Timur,jawa_timur,KAB. SITUBONDO,2024,30.85,21.06,25.95,525.6,175.74,576
Jawa Timur,jawa_timur,KAB. SITUBONDO,2025,29.91,20.63,25.27,414.8,115.69,613
Jawa Timur,jawa_timur,KAB. SUMENEP,2021,30.9,21.18,26.04,483.8,157.64,573
Jawa Timur,jawa_timur,KAB. SUMENEP,2022,29.65,20.31,24.98,584.8,90.64,618
Jawa Timur,jawa_timur,KAB. SUMENEP,2023,31.6,21.38,26.49,487.5,97.77,603
Jawa Timur,jawa_timur,KAB. SUMENEP,2024,30.68,20.93,25.8,508.6,134.48,580
Jawa Timur,jawa_timur,KAB. SUMENEP,2025,30.28,20.93,25.6,527.4,82.34,612
Jawa Timur,jawa_timur,KAB. TRENGGALEK,2021,30.54,20.89,25.71,447.1,128.45,575
Jawa Timur,jawa_timur,KAB. TRENGGALEK,2022,31.04,21.42,26.23,428.8,111.92,559
Jawa Timur,jawa_timur,KAB. TRENGGALEK,2023,30.6,20.58,25.59,305.7,121.13,571
Jawa Timur,jawa_timur,KAB. TRENGGALEK,2024,31.12,21.28,26.2,485.4,154.8,560
Jawa Timur,jawa_timur,KAB. TRENGGALEK,2025,30.14,20.82,25.48,476.3,94.86,600
Jawa Timur,jawa_timur,KAB. TUBAN,2021,30.13,20.56,25.35,738.2,154.51,603
Jawa Timur,jawa_timur,KAB. TUBAN,2022,29.65,20.31,24.98,423.5,106.95,602
Jawa Timur,jawa_timur,KAB. TUBAN,2023,31.02,20.91,25.96,372.0,105.45,600
Jawa Timur,jawa_timur,KAB. TUBAN,2024,30.89,21.1,25.99,466.0,141.57,562
Jawa Timur,jawa_timur,KAB. TUBAN,2025,29.19,20.06,24.63,506.9,98.36,607
Jawa Timur,jawa_timur,KAB. TULUNGAGUNG,2021,30.63,20.96,25.8,741.1,141.36,553
Jawa Timur,jawa_timur,KAB. TULUNGAGUNG,2022,30.16,20.72,25.44,603.1,106.96,583
Jawa Timur,jawa_timur,KAB. TULUNGAGUNG,2023,30.95,20.86,25.9,376.6,140.12,577
Jawa Timur,jawa_timur,KAB. TULUNGAGUNG,2024,30.39,20.69,25.54,477.7,126.39,583
Jawa Timur,jawa_timur,KAB. TULUNGAGUNG,2025,30.58,21.17,25.87,451.8,104.87,603
Jawa Timur,jawa_timur,KOTA BATU,2021,30.39,20.77,25.58,580.3,149.62,575
Jawa Timur,jawa_timur,KOTA BATU,2022,29.7,20.35,25.02,533.7,89.08,603
Jawa Timur,jawa_timur,KOTA BATU,2023,30.11,20.18,25.15,310.7,104.64,628
Jawa Timur,jawa_timur,KOTA BATU,2024,32.16,22.12,27.14,474.4,119.62,559
Jawa Timur,jawa_timur,KOTA BATU,2025,30.02,20.72,25.37,607.0,142.46,598
Jawa Timur,jawa_timur,KOTA BLITAR,2021,29.75,20.26,25.0,351.9,163.91,570
Jawa Timur,jawa_timur,KOTA BLITAR,2022,30.52,21.0,25.76,459.9,107.74,599
Jawa Timur,jawa_timur,KOTA BLITAR,2023,29.43,19.63,24.53,328.4,114.19,615
Jawa Timur,jawa_timur,KOTA BLITAR,2024,31.41,21.52,26.46,358.7,141.57,565
Jawa Timur,jawa_timur,KOTA BLITAR,2025,29.84,20.58,25.21,545.8,97.7,567
Jawa Timur,jawa_timur,KOTA KEDIRI,2021,30.34,20.73,25.53,422.6,145.61,575
Jawa Timur,jawa_timur,KOTA KEDIRI,2022,30.75,21.19,25.97,510.6,100.3,607
Jawa Timur,jawa_timur,KOTA KEDIRI,2023,30.02,20.11,25.06,304.1,108.52,603
Jawa Timur,jawa_timur,KOTA KEDIRI,2024,32.26,22.19,27.23,350.8,162.24,547
Jawa Timur,jawa_timur,KOTA KEDIRI,2025,30.8,21.35,26.07,547.8,137.51,546
Jawa Timur,jawa_timur,KOTA MADIUN,2021,30.73,21.04,25.89,533.4,135.05,563
Jawa Timur,jawa_timur,KOTA MADIUN,2022,30.93,21.33,26.13,617.0,90.34,596
Jawa Timur,jawa_timur,KOTA MADIUN,2023,30.08,20.16,25.12,311.9,97.27,605
Jawa Timur,jawa_timur,KOTA MADIUN,2024,30.92,21.12,26.02,538.8,133.42,590
Jawa Timur,jawa_timur,KOTA MADIUN,2025,30.28,20.93,25.61,530.0,123.86,583
Jawa Timur,jawa_timur,KOTA MALANG,2021,29.42,19.99,24.71,453.7,139.01,597
Jawa Timur,jawa_timur,KOTA MALANG,2022,30.92,21.33,26.12,490.0,71.58,598
Jawa Timur,jawa_timur,KOTA MALANG,2023,31.05,20.94,25.99,277.3,91.43,573
Jawa Timur,jawa_timur,KOTA MALANG,2024,30.64,20.9,25.77,425.0,131.21,543
Jawa Timur,jawa_timur,KOTA MALANG,2025,29.2,20.07,24.63,597.1,130.26,604
Jawa Timur,jawa_timur,KOTA MOJOKERTO,2021,30.87,21.15,26.01,411.3,132.82,575
Jawa Timur,jawa_timur,KOTA MOJOKERTO,2022,30.32,20.84,25.58,577.2,109.75,581
Jawa Timur,jawa_timur,KOTA MOJOKERTO,2023,30.38,20.39,25.39,334.7,116.13,563
Jawa Timur,jawa_timur,KOTA MOJOKERTO,2024,31.68,21.73,26.7,496.2,152.12,563
Jawa Timur,jawa_timur,KOTA MOJOKERTO,2025,30.34,20.98,25.66,638.2,117.28,583
Jawa Timur,jawa_timur,KOTA PASURUAN,2021,30.11,20.55,25.33,614.5,146.31,586
Jawa Timur,jawa_timur,KOTA PASURUAN,2022,30.1,20.67,25.38,491.0,104.17,624
Jawa Timur,jawa_timur,KOTA PASURUAN,2023,30.98,20.87,25.92,343.9,113.94,547
Jawa Timur,jawa_timur,KOTA PASURUAN,2024,31.8,21.83,26.81,525.5,143.14,545
Jawa Timur,jawa_timur,KOTA PASURUAN,2025,30.77,21.32,26.05,442.7,117.1,578
Jawa Timur,jawa_timur,KOTA PROBOLINGGO,2021,31.45,21.62,26.53,484.8,123.13,591
Jawa Timur,jawa_timur,KOTA PROBOLINGGO,2022,29.99,20.58,25.29,442.2,87.95,580
Jawa Timur,jawa_timur,KOTA PROBOLINGGO,2023,30.56,20.54,25.55,215.6,109.51,616
